Table S1 Original predicted PPIs ,,,,,,,
interactor A,annotation,interactor B,annotation,taxid,Organism,method,ref
Unigene5792,small subunit ribosomal protein S17,Unigene15257,ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene14331,small subunit ribosomal protein S18,Unigene15257,ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene18155,small subunit ribosomal protein S7,Unigene15257,ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene5181,betaine-aldehyde dehydrogenase [EC:1.2.1.8],Unigene5181,betaine-aldehyde dehydrogenase [EC:1.2.1.8],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0018""(two hybrid)",pubmed:14973045
Unigene5564,bifunctional aspartokinase/homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3],Unigene5564,bifunctional aspartokinase/homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0401""(biochemical)",pubmed:4302
Unigene5178,--,Unigene4302,carbamoyl-phosphate synthase large subunit [EC:6.3.5.5],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene4302,carbamoyl-phosphate synthase large subunit [EC:6.3.5.5],Unigene4302,carbamoyl-phosphate synthase large subunit [EC:6.3.5.5],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11551199
Unigene4669,NADPH-ferrihemoprotein reductase [EC:1.6.2.4],Unigene4302,carbamoyl-phosphate synthase large subunit [EC:6.3.5.5],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene8828,small subunit ribosomal protein S10,Unigene4302,carbamoyl-phosphate synthase large subunit [EC:6.3.5.5],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene4302,carbamoyl-phosphate synthase large subunit [EC:6.3.5.5],Unigene1356,carbamoyl-phosphate synthase small subunit [EC:6.3.5.5],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene2067,large subunit ribosomal protein L7/L12,Unigene12532,"cation efflux system protein, CDF family",taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene2067,large subunit ribosomal protein L7/L12,Unigene1770,cell division protease FtsH [EC:3.4.24.-],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene9790,ATP-dependent RNA helicase [EC:3.6.4.13],Unigene9717,cellular nucleic acid-binding protein,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene15257,ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13],Unigene9717,cellular nucleic acid-binding protein,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene13296,large subunit ribosomal protein L11e,Unigene9717,cellular nucleic acid-binding protein,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene13253,large subunit ribosomal protein L13,Unigene9717,cellular nucleic acid-binding protein,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene2076,large subunit ribosomal protein L18,Unigene9717,cellular nucleic acid-binding protein,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene1853,large subunit ribosomal protein L2,Unigene9717,cellular nucleic acid-binding protein,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene5742,large subunit ribosomal protein L4,Unigene9717,cellular nucleic acid-binding protein,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene17158,large subunit ribosomal protein L9,Unigene9717,cellular nucleic acid-binding protein,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene5070,molecular chaperone DnaJ,Unigene9717,cellular nucleic acid-binding protein,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene4122,polyribonucleotide nucleotidyltransferase [EC:2.7.7.8],Unigene9717,cellular nucleic acid-binding protein,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene15155,small subunit ribosomal protein S3e,Unigene9717,cellular nucleic acid-binding protein,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene996,--,Unigene11808,chaperonin GroEL,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene5084,--,Unigene11808,chaperonin GroEL,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:15690043
Unigene399,2-isopropylmalate synthase [EC:2.3.3.13],Unigene11808,chaperonin GroEL,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:10647006
Unigene8734,4-hydroxy-3-methylbut-2-enyl diphosphate reductase [EC:1.17.1.2],Unigene11808,chaperonin GroEL,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene1332,"ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]",Unigene11808,chaperonin GroEL,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene11808,chaperonin GroEL,Unigene11808,chaperonin GroEL,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0428""(imaging technique)",pubmed:17098196
Unigene7882,dihydroorotate dehydrogenase [EC:1.3.5.2],Unigene11808,chaperonin GroEL,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene11767,molecular chaperone GrpE,Unigene11808,chaperonin GroEL,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:10647006
Unigene4432,ribose-phosphate pyrophosphokinase [EC:2.7.6.1],Unigene11808,chaperonin GroEL,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene752,--,Unigene13251,chaperonin GroES,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene7599,ATP-dependent Clp protease ATP-binding subunit ClpB,Unigene13251,chaperonin GroES,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene11808,chaperonin GroEL,Unigene13251,chaperonin GroES,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0114""(x-ray crystallography)",pubmed:9285585
Unigene13251,chaperonin GroES,Unigene13251,chaperonin GroES,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:15690043
Unigene5708,citrate synthase [EC:2.3.3.1],Unigene13251,chaperonin GroES,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene11767,molecular chaperone GrpE,Unigene13251,chaperonin GroES,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene4727,outer membrane lipoprotein Blc,Unigene13251,chaperonin GroES,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene752,--,Unigene5708,citrate synthase [EC:2.3.3.1],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene1257,cyanate lyase [EC:4.2.1.104],Unigene1257,cyanate lyase [EC:4.2.1.104],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0114""(x-ray crystallography)",pubmed:10801492
Unigene15857,cystathionine beta-lyase [EC:4.4.1.8],Unigene15857,cystathionine beta-lyase [EC:4.4.1.8],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0114""(x-ray crystallography)",pubmed:9843488
Unigene16460,cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16],Unigene16460,cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0114""(x-ray crystallography)",pubmed:11827487
Unigene5708,citrate synthase [EC:2.3.3.1],Unigene7839,cysteine desulfurase [EC:2.8.1.7],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene13251,chaperonin GroES,Unigene12070,cytochrome c oxidase subunit III [EC:1.9.3.1],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene17158,large subunit ribosomal protein L9,Unigene12070,cytochrome c oxidase subunit III [EC:1.9.3.1],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene5758,NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1 [EC:1.6.5.3 1.6.99.3],Unigene12070,cytochrome c oxidase subunit III [EC:1.9.3.1],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene4634,delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41],Unigene4634,delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:15690043
Unigene14737,nitrogen fixation protein NifU and related proteins,Unigene4634,delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene8755,diaminopimelate decarboxylase [EC:4.1.1.20],Unigene8755,diaminopimelate decarboxylase [EC:4.1.1.20],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:15690043
Unigene12906,ribosomal large subunit pseudouridine synthase B [EC:5.4.99.12],Unigene881,diaminopimelate epimerase [EC:5.1.1.7],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene5126,dihydroorotase [EC:3.5.2.3],Unigene5126,dihydroorotase [EC:3.5.2.3],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:6142052
Unigene12362,glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12],Unigene11630,DNA-directed RNA polymerase II subunit B [EC:2.7.7.6],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene1853,large subunit ribosomal protein L2,Unigene11630,DNA-directed RNA polymerase II subunit B [EC:2.7.7.6],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene5742,large subunit ribosomal protein L4,Unigene11630,DNA-directed RNA polymerase II subunit B [EC:2.7.7.6],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene5070,molecular chaperone DnaJ,Unigene9249,elongation factor EF-G [EC:3.6.5.3],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene488,3-isopropylmalate dehydratase [EC:4.2.1.33],Unigene8004,enolase [EC:4.2.1.11],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene4122,polyribonucleotide nucleotidyltransferase [EC:2.7.7.8],Unigene8004,enolase [EC:4.2.1.11],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene4175,enoyl-CoA hydratase [EC:4.2.1.17],Unigene4175,enoyl-CoA hydratase [EC:4.2.1.17],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0018""(two hybrid)",pubmed:14973045
Unigene15257,ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13],Unigene12569,Fe-S cluster assembly ATP-binding protein,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene12569,Fe-S cluster assembly ATP-binding protein,Unigene12569,Fe-S cluster assembly ATP-binding protein,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:15690043
Unigene15713,Fe-S cluster assembly protein SufD,Unigene12569,Fe-S cluster assembly ATP-binding protein,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene5730,translation initiation factor IF-3,Unigene12569,Fe-S cluster assembly ATP-binding protein,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene16624,,Unigene12569,Fe-S cluster assembly ATP-binding protein,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0114""(x-ray crystallography)",pubmed:12941942
Unigene15713,Fe-S cluster assembly protein SufD,Unigene15713,Fe-S cluster assembly protein SufD,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:15690043
Unigene16698,formate C-acetyltransferase [EC:2.3.1.54],Unigene16698,formate C-acetyltransferase [EC:2.3.1.54],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:15690043
Unigene12174,NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:1.6.5.3 1.6.99.3],Unigene16698,formate C-acetyltransferase [EC:2.3.1.54],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene16206,O-sialoglycoprotein endopeptidase [EC:3.4.24.57],Unigene16698,formate C-acetyltransferase [EC:2.3.1.54],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene4727,outer membrane lipoprotein Blc,Unigene16698,formate C-acetyltransferase [EC:2.3.1.54],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene9086,pyrroline-5-carboxylate reductase [EC:1.5.1.2],Unigene16698,formate C-acetyltransferase [EC:2.3.1.54],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene7673,triosephosphate isomerase (TIM) [EC:5.3.1.1],Unigene16698,formate C-acetyltransferase [EC:2.3.1.54],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene8333,F-type H+-transporting ATPase subunit beta [EC:3.6.3.14],Unigene11951,F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene11022,F-type H+-transporting ATPase subunit epsilon [EC:3.6.3.14],Unigene11951,F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene17912,F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14],Unigene8333,F-type H+-transporting ATPase subunit beta [EC:3.6.3.14],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene5070,molecular chaperone DnaJ,Unigene8333,F-type H+-transporting ATPase subunit beta [EC:3.6.3.14],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene8333,F-type H+-transporting ATPase subunit beta [EC:3.6.3.14],Unigene11022,F-type H+-transporting ATPase subunit epsilon [EC:3.6.3.14],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene17912,F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14],Unigene11022,F-type H+-transporting ATPase subunit epsilon [EC:3.6.3.14],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene11808,chaperonin GroEL,Unigene17912,F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene11951,F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14],Unigene17912,F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene13253,large subunit ribosomal protein L13,Unigene17912,F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene13494,small subunit ribosomal protein S13,Unigene17912,F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene6521,small subunit ribosomal protein S14,Unigene8864,"fumarate hydratase, class II [EC:4.2.1.2]",taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene15596,signal recognition particle subunit SRP54,Unigene10876,fused signal recognition particle receptor,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0428""(imaging technique)",pubmed:15383838
Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:15690043
Unigene16958,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148],Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene4299,alanyl-tRNA synthetase [EC:6.1.1.7],Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:15690043
Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:15690043
Unigene5070,molecular chaperone DnaJ,Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
Unigene4242,D-threo-aldose 1-dehydrogenase [EC:1.1.1.122],Unigene16280,glucose inhibited division protein A,taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene16698,formate C-acetyltransferase [EC:2.3.1.54],Unigene16650,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0686""(unspecified method)",pubmed:19402753
Unigene7910,translation initiation factor IF-2,Unigene16650,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49],taxid:83333,Escherichia coli K12,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19402753
